isocode,year,rgdpch,rgdpwok,kc,POP,openk,XRAT,rgdpl,ki,rgdptt
MKD,2009,7545.97349,16581.84427,90.9551352,2066.718,92.54443753,44.100575,7543.094163,21.40723685,7542.58439
MKD,2010,7628.467096,16619.66614,89.2101245,2072.086,104.8403932,46.48555,7626.390178,21.13542659,7645.834175
MDG,1950,,,,4620.437,,6.992,,,
MDG,1951,,,,4690.031,,6.998,,,
MDG,1952,,,,4762.912,,6.998,,,
MDG,1953,,,,4839.248,,6.998,,,
MDG,1954,,,,4919.118,,6.998,,,
MDG,1955,,,,5002.657,,6.998,,,
MDG,1956,,,,5090.058,,6.994,,,
MDG,1957,,,,5181.679,,7.232,,,
MDG,1958,,,,5277.482,,8.516,,,
MDG,1959,,,,5377.583,,9.874,,,
MDG,1960,1051.394434,2210.187535,114.5589264,5481.721,82.69850191,49.37059936,1051.11984,11.32481352,1302.194645
MDG,1961,1079.284506,2271.799967,108.7263931,5590.111,109.7332409,49.37059936,1079.247253,9.408870766,1291.727433
MDG,1962,1083.445599,2283.561446,109.3795451,5703.324,106.1342966,49.37059936,1083.351974,7.882067818,1299.364016
MDG,1963,1001.229788,2113.058657,119.0593965,5821.158,117.4290925,49.37059936,1000.526607,11.11263143,1293.146246
MDG,1964,1025.149307,2166.396108,116.7104083,5943.744,118.0463722,49.37059936,1024.505917,11.58703139,1307.307218
MDG,1965,1008.881617,2134.836716,115.0776576,6070.004,124.0227514,49.37059936,1008.68947,10.39752302,1256.87066
MDG,1966,1015.839556,2152.405256,114.7522982,6200,123.8327001,49.37059936,1015.714419,10.44608336,1278.247201
MDG,1967,1078.829514,2288.900814,105.9160247,6334.556,111.3126747,49.37059936,1078.024313,10.7985433,1291.754689
MDG,1968,1104.338011,2346.130516,109.8353501,6473.179,122.8892186,49.37059936,1102.975043,12.63166875,1372.473392
MDG,1969,1113.798364,2369.373252,110.6319617,6615.873,124.39756,51.94197998,1112.48039,13.11858438,1398.05575
MDG,1970,1160.886258,2472.82909,110.5447717,6765.644,111.2038926,55.54190006,1160.675255,11.34970368,1472.898302
MDG,1971,1099.428827,2345.270993,119.7654434,6920.494,129.2839774,55.42632505,1099.084278,13.79596791,1475.361342
MDG,1972,1162.619807,2483.624879,114.5521383,7082.43,108.6468566,50.40533333,1162.616274,9.850071051,1469.109042
MDG,1973,1154.144096,2469.059655,108.1962289,7250.455,93.33050327,44.57766667,1154.103559,10.07610226,1394.236684
MDG,1974,1164.144963,2494.036316,101.3336464,7423.573,83.1869634,48.14075,1163.67985,10.39667239,1315.508921
MDG,1975,1149.619701,2466.465054,99.28075444,7603.79,91.31182944,42.86241666,1149.21058,9.858546851,1266.908674
MDG,1976,1141.077575,2451.66936,95.01814322,7807.4,66.48354621,47.78991666,1140.957245,8.1019497,1225.573624
MDG,1977,1134.393282,2440.828347,95.55251504,8011.695,72.47415301,49.13574999,1134.401974,7.840139627,1217.030631
MDG,1978,1041.104169,2243.342312,99.38966003,8224.285,81.27012193,45.13099999,1041.133523,7.679485139,1124.374242
MDG,1979,965.5883953,2083.637084,112.0123796,8453.131,106.5870681,42.54416666,963.3850346,14.60174139,1111.581771
MDG,1980,968.681914,2093.345059,109.0893916,8691.245,96.6492168,42.25574999,966.7838544,13.41555088,1086.100012
MDG,1981,940.597423,2021.517673,97.98623439,8938.764,65.94896111,54.34608333,939.4526862,9.358290572,979.3144767
MDG,1982,907.982345,1943.135203,101.1477676,9195.873,68.67176401,69.94716666,907.5191755,7.687126818,977.7425674
MDG,1983,914.3620242,1947.375667,98.19789059,9463.017,57.09266438,86.08983333,913.9505623,7.364567734,972.9735036
MDG,1984,918.1024701,1948.406144,94.13756487,9740.535,54.06060484,115.3285,917.6517485,7.484109087,954.3323662
MDG,1985,889.9622014,1880.845231,97.38155183,10028.632,58.06608114,132.4955,889.5557775,7.596218289,925.4351705
MDG,1986,894.6463834,1886.42032,93.48761263,10327.391,50.98086686,135.2681667,894.1045553,7.730681636,935.7564374
MDG,1987,886.5398658,1866.129134,89.02066646,10636.882,48.77237258,213.8426667,885.3532596,8.840396889,894.1416036
MDG,1988,886.0260038,1862.575597,87.21195636,10957.343,45.71735645,281.4213333,883.349166,11.51419326,889.0312564
MDG,1989,930.7501233,1956.485811,77.48321633,11289.164,47.04782565,320.6875,927.6028887,11.14979562,854.2781811
MDG,1990,886.9023062,1861.964576,86.01534851,11632.868,55.24209662,298.8293333,881.9299916,14.56785651,853.8012864
MDG,1991,834.9633144,1748.22796,87.68368698,11988.712,50.62863975,367.072,837.0010531,6.461242019,774.8983037
MDG,1992,816.319983,1706.472429,84.9718132,12356.68,50.62984532,372.7933333,816.608202,9.339418125,750.5535802
MDG,1993,801.2980364,1673.116248,86.59016462,12736.607,54.91687059,382.7565,801.3038686,10.03766496,754.8757917
MDG,1994,786.9793429,1643.000338,85.83006996,13128.41,56.77701922,613.4671667,787.6886212,8.488012503,733.9762648
MDG,1995,776.7045667,1621.59975,85.69708734,13532.361,57.5787729,853.1263333,777.4073745,8.480550763,723.6949327
MDG,1996,769.5877681,1609.023231,85.00029658,13948.484,58.76736707,812.2503333,769.8321537,9.340835885,728.5161837
MDG,1997,763.2457445,1597.697333,87.35656338,14376.599,58.61215568,1018.177167,763.564138,9.660360209,727.1870101
MDG,1998,760.6308665,1596.21507,88.77499462,14816.581,57.36252561,1088.279667,760.6786293,11.13155775,744.3687274
MDG,1999,780.4887125,1640.582893,87.4774306,15271.26,59.82725908,1256.755,780.5167768,10.67105748,752.1203628
MDG,2000,787.2648458,1656.977418,87.58929935,15741.942,66.23632235,1353.496167,787.2220548,11.78731803,767.2240326
MDG,2001,802.1912311,1687.865175,85.80464324,16226.824,69.90067423,1317.698833,801.861818,13.77156329,791.1601899
MDG,2002,668.3027866,1402.19899,96.68373805,16725.885,53.20750025,1366.391167,668.2126627,10.01794648,693.7734995
MDG,2003,680.4769208,1425.420228,100.7399313,17239.524,76.07903976,1238.327667,680.0689127,14.21747074,733.7000894
MDG,2004,689.8155071,1441.523403,99.34980013,17768.148,79.45826947,1868.857833,689.8027492,17.39786964,723.6712868
MDG,2005,717.5019069,1495.018389,94.31594789,18312.163,70.48533594,2003.025833,717.5019069,16.01661553,717.5019069
MDG,2006,736.6555264,1529.791448,90.43378616,18872.164,72.12050276,2142.301667,736.6555263,18.06430613,725.7851488
MDG,2007,748.6515473,1548.813126,86.89339442,19448.815,90.73826605,1873.876667,748.2141138,20.84825578,709.5549989
MDG,2008,722.3014069,1488.067052,93.49366242,20042.551,102.5603553,1708.370833,721.6545291,32.05866307,727.2840424
MDG,2009,700.0228678,1435.672609,94.18670466,20653.556,94.0665497,1956.205833,699.669671,23.70736307,688.0179816
MDG,2010,702.5809122,1434.053354,92.45130223,21281.844,85.41162466,2089.95,702.3496309,20.03177404,726.4075903
MWI,1950,,,,2816.6,,0.71,,,
MWI,1951,,,,2866.038,,0.71,,,
MWI,1952,,,,2917.802,,0.71,,,
MWI,1953,,,,2971.986,,0.71,,,
MWI,1954,283.1414739,551.4617041,95.51239226,3028.691,63.42300723,0.714285075,285.0112422,18.24112261,341.059422
MWI,1955,306.0615691,597.0897294,94.09004247,3088.155,62.38193484,0.714285075,307.8958223,25.34330006,370.5757945
MWI,1956,306.8047553,598.6411416,98.79376976,3151.911,73.15849829,0.714185076,308.7265984,26.95667287,384.2475025
MWI,1957,335.4825937,656.4059662,94.92583584,3221.238,69.62012295,0.714185076,336.7505183,31.74457484,416.4041009
MWI,1958,334.7936277,654.2005283,95.41980236,3294.697,63.0159861,0.714185076,336.2626814,30.61692156,411.8637071
MWI,1959,294.3632268,577.5210754,103.4089496,3370.054,66.31964181,0.714285076,297.2408737,15.71893554,362.5733403
MWI,1960,330.1566719,650.2351593,99.76277396,3450.444,74.51282864,0.714285076,330.9864941,30.28080047,413.7078681
MWI,1961,364.7209734,721.0318014,85.26349845,3532.056,62.85885918,0.714285076,363.7613036,36.26860833,428.8176459
MWI,1962,331.2171356,657.288496,97.05008263,3628.608,67.91204938,0.714285076,331.4427067,25.77979366,401.5883703
MWI,1963,329.5814757,656.5410266,97.05669138,3726.394,69.06924949,0.714285076,329.4820151,29.95954025,406.3278347
MWI,1964,328.6418639,657.1797009,94.03995574,3816.197,50.01952306,0.714285076,329.39247,21.01644679,384.336176
MWI,1965,400.9777352,804.9151085,85.34427157,3914.095,51.97252773,0.714285076,399.8329707,35.10978045,468.7933055
MWI,1966,453.6247904,914.1166137,80.68905905,4023,55.58398631,0.714285076,451.5566051,41.7594274,533.3959209
MWI,1967,432.4235748,874.7736046,82.97655348,4151.575,59.47969047,0.724205911,430.7580663,34.67461491,509.0184178
MWI,1968,434.4236917,882.2422074,82.06001356,4272.708,69.6658455,0.833333015,431.8393629,45.19076573,533.7815686
MWI,1969,471.1986622,960.6672517,78.66564074,4392.979,66.45598215,0.833333015,468.113165,49.73660559,578.5729467
MWI,1970,528.8322769,1082.400884,62.05764883,4508.062,61.82416799,0.833333,522.3135719,66.77299924,652.2651063
MWI,1971,591.0453029,1214.153769,65.06985259,4630.328,46.64693682,0.830894003,584.3690551,55.72775306,693.5036516
MWI,1972,632.0433136,1303.131642,63.38557917,4760.666,56.21239545,0.801557909,624.52242,62.34389743,761.5376368
MWI,1973,600.2146226,1242.059439,70.7919926,4900.549,46.66186366,0.819262166,594.3874529,45.90322889,691.8809427
MWI,1974,645.7513795,1341.22421,63.09111465,5072.873,45.90266484,0.841203416,637.7791165,53.48876765,739.4297541
MWI,1975,674.5219733,1406.171512,59.04570199,5317.309,49.30204916,0.863833499,664.8503201,62.02419217,770.8868163
MWI,1976,658.7845422,1378.471233,63.33195581,5530.771,47.89111311,0.913011416,650.7615421,52.62348001,764.4335432
MWI,1977,681.0946732,1430.473811,62.64314891,5702.228,44.45157311,0.902928082,673.306802,50.08660818,788.9773645
MWI,1978,777.527301,1639.12565,50.36217457,5880.645,40.66151116,0.843745082,766.2389003,66.67789646,860.6348455
MWI,1979,729.4903276,1543.641358,56.94644065,6066.042,38.90693616,0.816877916,722.1235958,53.41753526,760.9526913
MWI,1980,735.4028933,1562.027277,61.58176712,6258.934,50.25297908,0.812095666,728.9886894,50.11699282,812.8780494
MWI,1981,604.9404154,1283.613613,69.44568901,6459.667,44.36109832,0.895299082,601.6466871,37.98901655,687.5234257
MWI,1982,591.7722517,1260.508767,70.88709079,6668.537,40.80432518,1.055509082,588.9103661,36.26900497,666.1083992
MWI,1983,606.4394468,1294.865944,72.64557705,6883.933,40.41130282,1.174763332,604.0352216,34.28039349,673.8744597
MWI,1984,616.8033958,1354.003428,66.86023327,7104.352,42.86288091,1.41338,614.0253246,33.6224857,706.421198
MWI,1985,618.7503374,1400.220045,69.83908972,7330.006,47.28101542,1.719096666,616.0008869,32.0856761,691.2838515
MWI,1986,593.5976039,1389.361201,67.78241615,7608.551,40.57502873,1.861073333,591.7719729,25.22011132,639.4538753
MWI,1987,555.6690696,1347.344395,65.29950796,8052.735,38.69087664,2.2087425,553.5541176,26.56125846,591.7875438
MWI,1988,526.0646572,1267.632866,67.51926492,8586.617,42.69158039,2.561300833,523.6004945,29.18388198,550.0898064
MWI,1989,532.7587439,1274.51792,72.54877524,9090.825,39.54481499,2.759524167,530.4962152,30.00474561,560.8449102
MWI,1990,512.2763036,1218.611091,72.19075939,9545.999,42.75574192,2.728881667,511.2462225,26.8513334,541.2439298
MWI,1991,559.9558721,1323.984841,69.2828458,9930.808,44.33017926,2.8033125,554.0766677,35.4848667,602.3277657
MWI,1992,477.6301582,1123.911436,75.20354992,10309.597,50.03145137,3.603275417,473.8798752,32.48917983,517.8117204
MWI,1993,542.2393304,1272.349247,75.58821962,10495.111,45.22762062,4.402778333,538.9695146,28.38644945,577.8694046
MWI,1994,452.6256507,1059.62141,72.78862524,10320.449,37.50448974,8.736405,452.4792432,19.70281094,469.7531057
MWI,1995,497.5350059,1165.056636,74.86422799,10264.048,40.92993632,15.28374167,497.2270293,20.29052134,535.1020085
MWI,1996,476.6669151,1116.830291,77.66065064,10526.81,48.33975601,15.30846667,476.6853737,19.42775044,495.5842367
MWI,1997,492.2097321,1156.634137,82.93954508,10838.838,52.81316333,16.444175,492.1856361,19.9857472,533.5511188
MWI,1998,471.7860445,1113.244677,76.4813447,11155.335,48.1393629,31.07268333,471.689326,19.03252363,501.6923715
MWI,1999,478.8797062,1124.259043,80.59734591,11476.85,51.69674556,44.08814167,478.6838098,21.00147425,494.6181238
MWI,2000,465.3283807,1084.362189,77.81463629,11801.505,43.51371029,59.54380833,465.1211933,20.90402663,482.7522658
MWI,2001,431.42032,999.1955111,74.72151606,12128.668,50.31207991,72.19733333,431.111061,22.12160231,445.9792225
MWI,2002,439.7376269,1010.000938,86.9599536,12460.086,55.93209548,76.68660833,439.5227645,17.86896218,454.8761793
MWI,2003,450.6873903,1026.994491,84.54750578,12796.797,66.68945747,97.432475,450.3398526,19.77208246,462.5991559
MWI,2004,472.1161583,1066.748522,81.93486462,13140.138,67.14255548,108.8975083,472.0622869,22.65574882,476.2271245
MWI,2005,481.4176003,1079.519218,82.76523119,13492.114,73.42039737,118.4197417,481.4176002,30.05499574,481.4176002
MWI,2006,506.5409864,1129.541138,82.73458539,13855.681,75.9374037,136.0135417,506.5409864,35.63290382,542.3770199
MWI,2007,550.7473596,1235.648373,78.9943139,14232.793,80.76780401,139.9572866,550.5219644,36.29894388,629.5241004
MWI,2008,589.0429063,1307.269611,74.72177159,14623.681,84.94752024,140.5226921,588.6037338,40.05760165,630.5813292
MWI,2009,618.9802003,1373.999825,68.74045718,15028.757,84.87321785,141.1669438,618.019299,40.44822296,654.4017393
MWI,2010,655.6087685,1456.294839,64.26513802,15447.5,87.784442,150.2275,654.9087753,46.17627223,707.2407798
MYS,1950,,,,6433.799,,3.06,,,
MYS,1951,,,,6581.839,,3.06,,,
MYS,1952,,,,6748.378,,3.06,,,
MYS,1953,,,,6928.942,,3.06,,,
MYS,1954,,,,7117.564,,3.06,,,
MYS,1955,1308.461707,3765.232492,71.70680174,7311.72,87.75315957,3.061219926,1328.616676,11.82842222,1416.184324
MYS,1956,1337.412309,3890.683543,71.99951819,7519.663,89.70851821,3.062219962,1358.211208,13.48059447,1383.809516
MYS,1957,1324.636575,3895.524917,70.04678418,7739.235,89.1560541,3.061219928,1344.183769,14.42893949,1313.604432
MYS,1958,1267.10072,3769.995395,70.41963246,7965.93,86.55744798,3.060219894,1286.120682,14.14597606,1229.748374
MYS,1959,1350.495529,4064.362019,72.35438394,8195.711,84.70157882,3.061219931,1372.006145,12.33630781,1438.230063
MYS,1960,1433.849627,4363.400571,71.47972606,8428.493,90.67160245,3.061219931,1453.488064,17.82970454,1558.375429
MYS,1961,1498.593847,4562.405728,70.83646359,8663.401,88.72586078,3.061219931,1518.650259,18.18389192,1509.538174
MYS,1962,1555.910145,4738.959916,69.67876053,8906.385,88.14219295,3.061219931,1575.877814,20.46393253,1540.670787
MYS,1963,1616.776948,4926.486272,67.78110003,9148.451,85.53859582,3.061219931,1636.554406,20.28860741,1556.660527
MYS,1964,1647.378091,5021.912973,68.65230156,9397.464,79.221783,3.061219931,1667.656345,19.77407147,1600.812807
MYS,1965,1727.005586,5266.940944,67.40594136,9647.654,79.19602515,3.061219931,1747.371809,20.37093215,1709.128182
MYS,1966,1804.878807,5506.829678,65.67098834,9899.803,76.72184847,3.061219931,1825.034459,20.15925194,1745.937395
MYS,1967,1826.432084,5575.015775,63.90597155,10154.878,76.72627101,3.061219931,1846.132183,20.78972997,1713.354469
MYS,1968,1917.397002,5855.226149,60.27785742,10409.339,78.76087297,3.061219931,1936.911308,20.16222549,1721.660156
MYS,1969,1957.192857,5979.355714,61.15342445,10662.303,78.17481665,3.061219931,1978.176075,18.12030023,1842.218778
MYS,1970,2046.050327,6253.545325,59.64983735,10910.216,80.36858489,3.061220002,2065.10085,23.14749261,1906.862815
MYS,1971,2476.71117,7481.782753,58.62971245,11146.389,82.09779671,3.05226043,2499.743579,23.98185593,2228.259828
MYS,1972,2630.412361,7854.744258,57.37656325,11390.426,75.56785067,2.819555868,2654.144693,23.9169222,2279.514863
MYS,1973,2913.634162,8601.597436,55.3870553,11633.59,76.97244999,2.443329655,2939.368015,26.90184554,2720.492358
MYS,1974,3140.504122,9167.173298,55.16638467,11879.566,87.26426574,2.407066666,3165.870936,32.3427456,2951.558548
MYS,1975,3030.900803,8748.923602,55.82742358,12130.96,80.10321815,2.393783333,3057.119909,25.60038288,2683.508475
MYS,1976,3332.573614,9513.999299,53.30058514,12386.715,81.15408007,2.541574999,3359.847954,25.45459416,3157.15074
MYS,1977,3532.285365,9974.521485,53.97397836,12645.951,81.67501415,2.461283332,3559.738376,28.79670968,3414.121035
MYS,1978,3695.824726,10324.09297,55.3229065,12905.669,84.01769927,2.316041666,3725.298479,29.15314709,3552.16434
MYS,1979,3993.717293,11037.54128,55.12007557,13176.086,90.6862511,2.188441666,4024.775156,29.96406654,3976.913992
MYS,1980,4215.775233,11528.58797,58.15368665,13460.089,93.2627942,2.176883332,4249.587811,33.01116908,4239.042123
MYS,1981,4378.3769,11945.3195,57.55625465,13875.214,89.15129866,2.304124999,4411.304979,36.15281098,4180.295462
MYS,1982,4530.455659,12354.9898,56.06856621,14308.292,93.82309489,2.335391666,4561.516565,38.81156984,4284.434589
MYS,1983,4681.85951,12775.22472,54.40474043,14752.622,97.47040176,2.321249999,4711.783857,39.19010117,4480.827989
MYS,1984,4915.72112,13396.26059,52.89617454,15197.923,99.25564594,2.343641666,4946.794385,38.21805753,4881.135696
MYS,1985,4651.372448,12584.44769,54.40129706,15649.109,97.1592471,2.483041667,4685.305954,31.45530557,4518.975729
MYS,1986,4523.242687,12135.89625,49.50601582,16111.169,100.4267715,2.581441667,4554.073262,27.20428088,3997.804177
MYS,1987,4633.773838,12359.83832,47.89691558,16578.904,106.7344698,2.519638333,4665.417931,25.13688287,4252.455871
MYS,1988,4966.171711,13163.57936,49.91949301,17055.114,113.0365928,2.618783333,4998.350337,28.01624094,4626.394375
MYS,1989,5364.891543,13948.24656,50.60407158,17471.98,124.4164674,2.708841667,5396.247823,30.13358833,4927.264391
MYS,1990,5789.1845,14797.07779,51.06749531,17882.218,137.1577259,2.704875,5814.661724,33.16958488,5296.712017
MYS,1991,6267.483092,15933.23127,50.35691645,18376.069,148.6427024,2.750066667,6271.85335,38.7505676,5717.046764
MYS,1992,6662.807076,16876.37886,48.32963847,18861.911,149.2811542,2.547383333,6668.566555,36.72053553,6078.321397
MYS,1993,7201.339372,18168.46847,46.50995882,19338.22,152.7196601,2.574095,7195.321009,40.75405818,6621.6581
MYS,1994,7800.05734,19585.04246,45.78859171,19835.02,170.2268372,2.624256667,7783.635702,43.26560833,7192.713533
MYS,1995,8486.740749,21184.30987,45.64696977,20339.029,185.1824138,2.504404167,8460.104929,46.69765201,7908.710674
MYS,1996,9090.722675,22531.30584,44.17082319,20856.695,180.5329825,2.5159425,9062.926383,44.96679836,8559.523158
MYS,1997,9514.217315,23393.63451,42.97991884,21407.153,177.7210733,2.813191667,9476.495583,46.60614755,8947.770848
MYS,1998,8474.772231,20670.36517,42.10623822,21977.233,176.6773996,3.924375,8469.336994,28.93106732,8033.356453
MYS,1999,8799.254098,21307.27311,41.14597607,22553.411,185.7626464,3.8,8794.930176,26.09977836,8286.000682
MYS,2000,9481.716016,22430.15732,41.62704378,23151.284,200.8902648,3.8,9474.385386,30.48440048,8892.777928
MYS,2001,9163.634007,21687.0384,43.7403015,23737.357,187.5047054,3.8,9162.632684,27.87821463,8455.795945
MYS,2002,9448.756282,22397.73386,43.4119622,24282.607,187.9991523,3.8,9447.788534,28.5198523,8767.105245
MYS,2003,9701.134631,23045.94205,44.62592117,24880.396,187.3653945,3.8,9702.60693,26.69400697,9230.76433
MYS,2004,10172.36031,24212.38194,45.56189182,25475.465,205.2850435,3.8,10172.97333,26.57063518,9868.448846
MYS,2005,10482.19905,24979.65488,47.20875517,25968.12,212.2048416,3.787091667,10482.19905,24.67497627,10482.19905
MYS,2006,10937.16811,26072.96737,47.38965578,26432.158,214.3504386,3.668176958,10937.16811,25.84689699,11086.05742
MYS,2007,11434.19421,27249.83844,49.05564455,26895.559,211.3819276,3.437569382,11434.73033,26.33407924,11604.00511
MYS,2008,11692.39513,27843.78566,51.32780427,27357.758,207.0642579,3.335833333,11694.55608,24.57844267,12407.23821
MYS,2009,11150.61572,26527.47414,53.44721369,27817.866,189.3943797,3.524502911,11153.63567,21.85891283,11581.73183
MYS,2010,11956.05057,28367.98776,51.9237958,28274.729,195.0135583,3.221086915,11961.50452,27.73572215,12382.59369
MDV,1950,,,,79.293,,4.76,,,
MDV,1951,,,,78.614,,4.76,,,
MDV,1952,,,,77.94,,4.76,,,
MDV,1953,,,,77.273,,4.76,,,
MDV,1954,,,,78.684,,4.76,,,
MDV,1955,,,,80.121,,4.76,,,
MDV,1956,,,,81.585,,4.76,,,
MDV,1957,,,,83.075,,4.76,,,
MDV,1958,,,,87.582,,4.76,,,
MDV,1959,,,,89.29,,4.76,,,
MDV,1960,,,,92.247,,4.76,,,
MDV,1961,,,,92.793,,4.76,,,
MDV,1962,,,,92.744,,4.76,,,
MDV,1963,,,,94.527,,4.76,,,
MDV,1964,,,,94.244,,4.76,,,
MDV,1965,,,,97.769,,4.76,,,
MDV,1966,,,,100.937,,4.76,,,
MDV,1967,,,,103.81,,4.76,,,
MDV,1968,,,,107,,4.75,,,
MDV,1969,,,,110.81,,4.75,,,
MDV,1970,728.0088928,2565.421937,45.65216635,114.572,183.6132855,4.749999999,728.6755854,38.23071024,904.6361083
MDV,1971,738.1615038,2611.023313,45.65224505,118.88,183.6131524,4.734416666,738.8374923,38.23060782,917.2516075
MDV,1972,732.6317976,2601.288697,45.65248692,122.681,183.612659,4.374999999,733.3027542,38.23021536,910.3787834
MDV,1973,726.5235233,2589.4179,45.65251816,125.665,183.6120338,3.985666666,727.1889229,38.22992903,902.7875017
MDV,1974,749.8986608,2682.940302,45.65176118,128.722,183.6135583,3.929999999,750.5852221,38.23100829,931.8378213
MDV,1975,669.7637029,2405.427895,45.6518207,132.608,183.6150243,5.764833332,670.3767962,38.23179016,832.2628072
MDV,1976,654.0626025,2358.081139,45.65263835,136.604,183.6124864,8.364666666,654.6615467,38.23009651,812.7475877
MDV,1977,706.3768994,2556.530876,45.65369654,140.721,183.6101915,8.76675,707.0240769,38.22825241,877.7468489
MDV,1978,786.8954696,2858.993794,45.6526732,144.875,183.6089076,8.968749999,787.616335,38.22849788,977.800725
MDV,1979,848.1072493,3093.392965,45.64797723,148.752,183.6211819,7.488583332,848.8819397,38.23640472,1053.896182
MDV,1980,978.4753446,3582.852612,45.65211766,152.87,183.6223538,7.549999999,979.3700683,38.23569992,1215.889994
MDV,1981,1063.182505,3916.800089,45.65672747,157.246,183.5997976,7.549999999,1064.158347,38.22162741,1321.08826
MDV,1982,1001.585033,3709.855118,45.65898726,161.899,183.5987169,7.173666666,1002.506063,38.2190324,1244.523707
MDV,1983,1129.973849,4194.859153,45.64755676,166.848,183.6024882,7.049999999,1131.006827,38.22972515,1404.118285
MDV,1984,1390.532776,5185.087593,45.62449593,172.102,183.6825591,7.05,1391.787618,38.27594169,1728.215837
MDV,1985,1524.584903,5697.040139,45.67282737,177.297,183.6282167,7.098083333,1525.982733,38.23217484,1894.443823
MDV,1986,1602.219602,5996.071379,45.67977236,184.612,183.4870337,7.150733333,1603.724907,38.15127678,1990.426043
MDV,1987,1675.798801,6286.767331,45.670282,192.207,183.5933163,9.223,1677.349182,38.20606242,2082.057034
MDV,1988,1750.774128,6574.66265,45.59043442,200.075,183.6213339,8.784583333,1752.295848,38.28316048,2175.992482
MDV,1989,1835.481888,6912.651656,45.50906645,208.203,184.0833506,9.040833333,1836.8889,38.50727596,2283.184673
MDV,1990,2048.396088,7733.068717,45.91492486,216.606,183.3560092,9.551741667,2050.696394,38.01294179,2543.132666
MDV,1991,2111.331424,7957.162488,45.71439969,227.218,182.7831039,10.25266667,2113.671437,37.74792392,2619.864345
MDV,1992,2141.950688,8045.150539,45.6229016,237.848,184.1239297,10.56916667,2143.723914,38.47957858,2662.568425
MDV,1993,2190.39912,8160.880191,45.19169311,246.91,183.7612471,10.95699167,2192.132758,38.66817117,2727.842072
MDV,1994,2253.531612,8297.411502,45.09845296,253.376,186.4148627,11.58575,2254.728987,39.63824745,2815.964836
MDV,1995,2348.66258,8492.637136,47.95538983,260.584,179.6992784,11.77,2353.040586,35.5276624,2884.591395
MDV,1996,2540.644888,8949.858873,44.73723566,270.531,179.9913226,11.77,2542.311116,36.4564855,3145.638977
MDV,1997,2710.913904,9253.434764,45.16309343,275.714,190.8620233,11.77,2709.239672,42.15638541,3399.320551
MDV,1998,2917.00715,9640.434433,43.03552647,281.184,181.9477297,11.77,2915.872045,39.61118843,3662.915276
MDV,1999,2847.173103,9077.159591,44.60180418,291.48,200.549491,11.77,2845.928293,44.80541169,3631.813857
MDV,2000,3090.006901,9476.520592,41.98557009,299.981,180.864509,11.77,3090.387968,34.20410563,3807.136171
MDV,2001,3134.410881,9141.9001,41.07999587,305.913,176.3363314,12.24208333,3133.845125,35.90240578,3853.360125
MDV,2002,3272.456464,9078.253312,39.86759474,311.855,171.1619412,12.8,3273.109301,32.23414363,4024.587527
MDV,2003,3904.153262,10275.37982,34.68573412,318.49,162.3021341,12.8,3900.802822,38.45066516,4809.805114
MDV,2004,4209.454599,10529.71576,33.728245,326.599,164.9182291,12.8,4208.115229,42.8150641,4271.127599
MDV,2005,4133.13677,9832.777069,37.87344137,336.248,156.7019857,12.8,4133.13677,57.64346263,4133.13677
MDV,2006,4288.956621,9712.710088,38.70450323,348.119,198.0371005,12.8,4288.956621,59.87933292,4851.796186
MDV,2007,4586.432439,10141.69866,37.95216597,364.968,190.6790259,12.8,4586.09324,59.9224106,5355.609479
MDV,2008,4625.83282,9991.393561,38.50331338,385.925,197.8608352,12.8,4623.763442,62.61772008,5396.779997
MDV,2009,4353.742545,9204.501415,38.53195308,396.334,162.6772235,12.8,4349.945893,40.25360425,4382.665627
MDV,2010,4003.527241,8292.896994,46.63617725,395.65,183.4530868,12.8,4005.048822,35.46421394,4046.086489
MLI,1950,,,,3687.654,,174.84,,,
MLI,1951,,,,3761.365,,174.98,,,
MLI,1952,,,,3836.551,,174.98,,,
MLI,1953,,,,3913.24,,174.98,,,
MLI,1954,,,,3991.461,,174.98,,,
MLI,1955,,,,4071.246,,174.98,,,
MLI,1956,,,,4152.626,,174.89,,,
MLI,1957,,,,4235.632,,180.82,,,
MLI,1958,,,,4320.297,,210.23,,,
MLI,1959,,,,4406.655,,245.21,,,
MLI,1960,527.0645221,1786.599348,89.53793803,4494.738,30.2235849,245.1950989,529.7416312,8.142621616,512.676345
MLI,1961,508.2731961,1726.987357,88.95090114,4585.151,31.5029002,245.2601013,510.5208488,8.449567021,493.9256686
MLI,1962,489.6558657,1667.684594,87.82101862,4678.528,32.14003799,245.0139008,491.0638843,9.868061088,474.733518
MLI,1963,510.1677002,1741.684042,85.86525727,4774.976,28.83426454,245.0164032,511.5430543,10.95886425,498.039405
MLI,1964,419.713626,1436.300811,84.94703089,4874.607,39.4533587,245.0272064,419.9676716,18.30591747,424.9902831
MLI,1965,427.6662121,1467.018793,87.85024214,4977.536,35.19833961,245.0608978,428.6179978,14.69771873,439.4335785
MLI,1966,434.0420413,1492.462486,82.09884019,5083.886,38.77318881,245.6784058,434.231728,17.7841453,440.5496404
MLI,1967,417.9664555,1440.643236,86.79523631,5193.779,48.81686811,246.0009003,418.3211204,18.77398031,449.6633446
MLI,1968,438.095549,1513.664967,83.99779415,5307.348,42.95698865,247.5646973,437.5079839,17.89590601,483.2401679
