isocode,year,rgdpch,rgdpwok,kc,POP,openk,XRAT,rgdpl,ki,rgdptt
AFG,1950,,,,8150.368,,,,,
AFG,1951,,,,8284.473,,,,,
AFG,1952,,,,8425.333,,,,,
AFG,1953,,,,8573.217,,,,,
AFG,1954,,,,8728.408,,,,,
AFG,1955,,,,8891.209,,0.0168,,,
AFG,1956,,,,9061.938,,0.02,,,
AFG,1957,,,,9240.934,,0.02,,,
AFG,1958,,,,9428.556,,0.02,,,
AFG,1959,,,,9624.606,,0.02,,,
AFG,1960,,,,9829.45,,0.02,,,
AFG,1961,,,,10043.473,,0.02,,,
AFG,1962,,,,10267.083,,0.02,,,
AFG,1963,,,,10500.711,,0.03517833,,,
AFG,1964,,,,10744.167,,0.045,,,
AFG,1965,,,,10997.885,,0.045,,,
AFG,1966,,,,11262.324,,0.045,,,
AFG,1967,,,,11537.966,,0.045,,,
AFG,1968,,,,11825.32,,0.045,,,
AFG,1969,,,,12122.74,,0.045,,,
AFG,1970,1041.175816,3753.620922,81.17934324,12430.623,7.261797899,0.044998427,1040.609016,14.51576798,1026.507679
AFG,1971,982.5755639,3549.145425,80.33484666,12749.385,10.38489871,0.044998427,981.9173847,15.99871256,949.6678604
AFG,1972,930.4053343,3367.155077,80.44498053,13079.46,11.3482491,0.044998427,929.6147891,14.4133335,906.0568283
AFG,1973,995.919603,3611.186351,81.07701519,13421.301,11.95848331,0.044998427,995.2989085,13.11925367,975.512551
AFG,1974,1060.519461,3852.836342,79.52159825,13772.076,15.56173988,0.044998427,1059.086472,15.4479503,1052.298573
AFG,1975,1090.234899,3968.440861,76.92758742,14132.019,16.10390761,0.044998427,1087.81782,16.93683246,1078.601838
AFG,1976,1167.141336,4256.599761,70.61229587,14501.369,18.6824708,0.044998427,1162.776371,23.01366201,1146.176094
AFG,1977,1174.899191,4293.200091,73.91885307,14880.372,20.22497171,0.044998427,1171.521331,20.96756996,1155.860755
AFG,1978,1208.818846,4425.726163,71.90320438,15269.281,20.42757941,0.044998427,1204.879248,22.9976694,1191.733268
AFG,1979,1150.948497,4222.052576,72.31082055,15555.612,21.95159312,0.043730753,1147.549062,22.16114977,1135.207295
AFG,1980,1144.806961,4207.71275,72.72489154,15043.603,21.50069595,0.044129167,1141.51765,21.9919782,1128.959615
AFG,1981,1289.225751,4747.032781,72.31532613,13673.679,21.2925211,0.049479902,1285.374326,22.38503511,1271.380167
AFG,1982,1428.540985,5278.521283,72.45757402,12577.431,21.58267193,0.050599608,1424.361623,22.18069174,1408.861717
AFG,1983,1516.487847,5614.062705,72.50365367,12430.58,21.45926016,0.050599608,1512.052378,22.18675102,1495.534634
AFG,1984,1505.683319,5594.066819,72.42364118,12753.843,21.44448009,0.050599606,1501.257066,22.25057627,1484.89703
AFG,1985,1470.194977,5472.430226,72.45702237,13093.708,21.4947505,0.050599605,1465.890154,22.20527438,1449.910722
AFG,1986,1515.260662,5649.953928,72.45882981,13084.962,21.46575853,0.050599605,1510.819773,22.21378634,1494.340821
AFG,1987,1368.780232,5120.647578,72.4412335,12999.488,21.4675118,0.050599605,1364.761225,22.22236911,1349.8833
AFG,1988,1246.465604,4670.891569,72.44533912,13093.817,21.47491698,0.050599605,1242.811631,22.21268336,1229.261696
AFG,1989,1131.457008,4248.205815,72.44040088,13407.135,21.46814474,0.050599605,1128.137625,22.21498506,1115.837345
AFG,1990,1092.699667,4118.970378,72.43768332,13449.366,21.46947122,0.050599605,1089.492842,22.21593425,1077.615114
AFG,1991,972.1670297,3684.175575,75.03955336,13527.169,28.38844597,0.050599605,969.8450071,22.26048341,952.3759987
AFG,1992,903.9125497,3443.09438,77.6123718,14855.198,35.23558611,0.050599605,902.0617023,22.30422478,879.6526244
AFG,1993,601.9846277,2304.165082,80.15654871,16819.735,42.01170342,0.050599605,600.9031287,22.34718134,582.024988
AFG,1994,432.4809726,1663.159545,82.67645958,18287.708,48.71891431,0.425099934,431.8470381,22.38997308,415.5417047
AFG,1995,619.8245698,2394.799563,85.17006126,19225.942,55.35759971,0.833333333,619.0443429,22.43223207,591.878592
AFG,1996,570.9474535,2212.107158,87.65806118,19864.649,61.93691589,2.5000225,570.3822708,22.47694166,541.9669116
AFG,1997,527.5741884,2054.11207,90.10163447,20490.223,68.44277593,3.00003,527.1998243,22.51833196,497.9064044
AFG,1998,490.8765971,1920.317053,92.47442136,21132.123,74.86147343,3.000052503,490.5892594,22.55272273,460.6031508
AFG,1999,454.2412596,1784.381559,94.98376623,21821.568,81.29400018,46.61953108,453.9752842,22.60945303,423.7464061
AFG,2000,427.6499954,1702.705973,97.2864332,22020.952,87.57229355,47.35757473,427.411598,22.64000577,396.7107338
AFG,2001,406.472403,1618.525763,97.12977712,22022.199,86.06409588,47.50001452,406.1702875,23.68402115,376.0713542
AFG,2002,615.0989204,2447.144645,95.11296731,23050.743,74.58082325,47.263,614.7942892,19.02304096,580.8701998
AFG,2003,704.6688127,2798.788657,99.47435047,24388.58,101.3061841,48.76275358,703.8568755,25.02502905,643.0926392
AFG,2004,696.6976401,2754.977476,97.93052638,25001.339,92.94930938,47.8453125,696.6011998,30.33516129,678.4057123
AFG,2005,775.734064,3052.306385,98.73729776,25538.045,90.07863519,49.4945975,775.734064,28.97133842,775.734064
AFG,2006,799.4455125,3134.797632,99.08945694,26235.211,85.20744197,49.92533083,799.4455125,27.71450421,826.6137609
AFG,2007,894.1769944,3485.031842,97.48816033,26911.532,76.5761564,49.96201777,894.2075646,25.48427634,930.6424656
AFG,2008,893.714334,3452.744538,97.51866039,27658.891,76.27596964,50.25001233,894.0371751,23.42421386,932.3537171
AFG,2009,1017.495581,3901.607527,94.67330115,28395.716,66.9354559,50.23333333,1018.121511,20.00013048,1040.422729
AFG,2010,1048.599213,3979.863187,92.79285526,29121.286,57.46604791,46.47833333,1049.356133,17.53616897,934.2636612
ALB,1950,,,,1227.156,,,,,
ALB,1951,,,,1254.119,,,,,
ALB,1952,,,,1282.697,,,,,
ALB,1953,,,,1314.608,,,,,
ALB,1954,,,,1352.982,,,,,
ALB,1955,,,,1392.164,,,,,
ALB,1956,,,,1434.476,,,,,
ALB,1957,,,,1476.505,,,,,
ALB,1958,,,,1521.417,,,,,
ALB,1959,,,,1571.329,,,,,
ALB,1960,,,,1623.114,,,,,
ALB,1961,,,,1676.635,,,,,
ALB,1962,,,,1728.137,,,,,
ALB,1963,,,,1779.715,,,,,
ALB,1964,,,,1832.284,,,,,
ALB,1965,,,,1883.652,,,,,
ALB,1966,,,,1932.963,,,,,
ALB,1967,,,,1984.06,,,,,
ALB,1968,,,,2038.698,,,,,
ALB,1969,,,,2100.263,,,,,
ALB,1970,2987.134074,7890.414108,54.66391562,2156.612,48.58868723,5,2886.177799,47.83295741,3159.241434
ALB,1971,3032.893263,7955.204389,54.6808138,2208.719,48.60815568,5,2930.383472,47.81901206,3207.930313
ALB,1972,3078.451853,8018.571373,54.67708771,2263.554,48.60164252,5,2974.425473,47.79847031,3255.736403
ALB,1973,3158.280303,8169.711315,54.63385551,2295.691,48.55627456,5,3051.505718,47.88137465,3340.002245
ALB,1974,3207.845079,8241.030644,54.73153959,2347.924,48.66659704,5,3099.490618,47.7771502,3394.00934
ALB,1975,3266.455568,8334.459072,54.66591333,2401.108,48.5821098,5,3156.23543,47.73686642,3453.444982
ALB,1976,3327.157926,8431.925052,54.50430873,2454.824,48.42032788,5,3214.46069,48.12980038,3518.028518
ALB,1977,3364.786611,8469.999326,55.02557716,2509.048,48.99867734,5,3251.654487,47.4634255,3565.314772
ALB,1978,3454.603487,8638.059345,54.4696697,2563.376,48.32946577,5,3338.793031,47.61640495,3644.649494
ALB,1979,3523.842909,8752.779426,54.02122718,2617.679,47.93671627,6.167123288,3402.942192,49.30439039,3726.956116
ALB,1980,3489.610388,8610.669876,56.61619745,2671.412,50.76347709,7,3375.143664,45.4300213,3721.181495
ALB,1981,3750.763873,9177.346678,52.83954735,2724.272,46.36709463,7,3626.586729,48.06499622,3907.207215
ALB,1982,3748.222665,9102.338767,52.68210041,2780.097,46.76389848,7,3613.342983,54.34500629,3994.035221
ALB,1983,3684.26424,8906.836308,55.34628761,2837.315,42.1945823,7,3560.267403,48.84178758,3893.103735
ALB,1984,3511.705212,8464.858258,58.77980411,2895.998,40.03884511,7,3397.521692,43.77928193,3704.30381
ALB,1985,3563.973805,8543.754668,57.04675823,2956.697,37.22579075,7,3446.643652,45.4712195,3718.203301
ALB,1986,3735.428964,8881.090259,55.72577006,3015.438,31.34343354,7,3616.286492,43.88542664,3843.971793
ALB,1987,3723.855989,8788.95278,56.92972082,3075.321,10.40280839,7,3616.125438,37.99285246,3679.768221
ALB,1988,3612.137595,8475.874034,57.37925265,3136.843,13.50497593,6.670000076,3503.751397,39.67134203,3566.654693
ALB,1989,3825.113949,8900.397942,56.34646679,3195.8,18.33658946,6.130000114,3698.982311,43.97025619,3889.152679
ALB,1990,3312.059017,7698.303067,68.08137479,3244.925,23.21990658,7.745833397,3230.616293,34.37158728,3313.843833
ALB,1991,2326.909789,5366.827601,88.93858563,3181.048,11.80034481,16.24583244,2339.245643,5.776183693,2058.706355
ALB,1992,2276.930381,5258.684255,104.2697924,3072.011,30.94946989,75.0325,2295.083197,4.03984703,1632.469935
ALB,1993,2508.053884,5802.815576,94.5338133,3066.285,34.06828898,102.0625,2516.334297,11.80683518,2050.987293
ALB,1994,2684.519389,6236.363149,87.09331232,3111.162,29.09343127,94.62333333,2680.774727,18.03656934,2439.921052
ALB,1995,2991.305224,6975.673344,84.87005937,3158.154,29.09007418,92.6975,2985.901631,18.65167623,2802.456508
ALB,1996,3230.367079,7546.04318,91.7160247,3203.599,32.71868479,104.4989167,3231.052239,16.10790117,3186.3625
ALB,1997,3068.026589,7109.182054,94.34231752,3225.414,28.96343272,148.9329167,3076.33435,12.06766027,2926.921149
ALB,1998,2955.271302,6847.371399,91.65271358,3212.771,34.78190248,150.6333333,2959.316211,16.82629505,2880.694768
ALB,1999,3292.852895,7622.253937,85.54066112,3187.329,39.53703611,137.6905833,3296.698134,19.42649681,3284.262592
ALB,2000,3413.859433,7878.797695,85.11545765,3158.352,49.22057335,143.7094167,3416.415578,25.31155033,3430.166263
ALB,2001,3526.321242,8111.796466,83.36973408,3128.002,51.26333265,143.4848333,3526.936631,28.64511506,3596.214708
ALB,2002,3627.63407,8301.898377,87.94831755,3098.028,62.85307476,140.1545159,3628.65636,28.39170773,3719.363306
ALB,2003,4064.272938,9221.922303,87.36181454,3069.665,64.92325039,121.86325,4064.412687,29.52701149,4140.633995
ALB,2004,4559.867796,10274.95866,85.76454985,3045.64,63.84746712,102.7800512,4559.671027,28.53109038,4621.963785
ALB,2005,4938.805347,11034.40774,84.38338078,3024.533,68.42968128,99.87025448,4938.805347,30.95594014,4938.805347
ALB,2006,5397.972202,11959.17484,81.00686461,3005.779,69.10079498,98.10337709,5397.972202,33.29482881,5349.461945
ALB,2007,5902.530496,12969.71291,82.17832008,2991.575,74.36376522,90.42789383,5902.053388,34.76273132,5815.967388
ALB,2008,6607.923516,14380.90779,78.50569544,2984.121,73.05313358,83.8946041,6606.319782,36.29529832,6375.006074
ALB,2009,6790.045407,14666.41374,81.31820666,2982.54,70.69265101,94.97811982,6789.507472,33.18681746,6599.157938
ALB,2010,6617.127792,14172.8569,79.01936493,2986.952,78.78929516,103.9364434,6616.631137,28.08197488,6258.932969
DZA,1950,,,,8892.718,,3.49,,,
DZA,1951,,,,9073.304,,3.5,,,
DZA,1952,,,,9279.525,,3.5,,,
DZA,1953,,,,9531.71,,3.5,,,
DZA,1954,,,,9611.093,,3.5,,,
DZA,1955,,,,9841.851,,3.5,,,
DZA,1956,,,,10057.133,,3.5,,,
DZA,1957,,,,10270.856,,3.67,,,
DZA,1958,,,,10484.925,,4.25,,,
DZA,1959,,,,10696.396,,4.93,,,
DZA,1960,4105.032769,16721.07956,30.54945876,10909.294,155.4792616,4.937059879,4073.276031,36.04793328,2675.418328
DZA,1961,3932.531639,16285.61449,23.66200839,11121.645,149.8850041,4.937059879,3898.51268,36.2606002,2362.410532
DZA,1962,2500.833914,10532.267,29.46411934,11000.948,72.94093956,4.937059879,2481.648264,33.90090981,1856.030369
DZA,1963,3032.951891,12993.69289,37.60829122,11272.878,110.4625449,4.937059879,3015.75532,30.8886872,2211.985787
DZA,1964,3206.9108,13980.19906,40.83971508,11612.858,96.55528523,4.937059879,3198.685101,22.36014042,2297.328054
DZA,1965,3388.109193,15034.09141,42.26620569,11963.091,86.05097047,4.937059879,3383.34543,21.40031683,2437.435643
DZA,1966,3103.612263,14022.30164,36.88038543,12339.14,94.74015219,4.937059879,3093.694762,17.2511368,2059.988179
DZA,1967,3378.815464,15548.63318,33.07822758,12760.499,85.05709883,4.937059879,3363.61106,22.66874684,2295.674869
DZA,1968,3628.149032,17011.31888,32.00478858,13146.267,88.49079875,4.937059879,3612.463823,24.86017694,2414.482025
DZA,1969,3808.041212,18198.45604,31.97931798,13528.304,92.22364102,4.937059879,3793.563003,28.43816345,2563.211808
DZA,1970,4066.136215,19813.25369,32.1613885,13931.846,89.63484611,4.937060004,4050.207899,32.59363564,2823.510648
DZA,1971,3470.075933,16889.72935,38.72664202,14335.388,79.6259124,4.912638337,3454.165052,34.12973914,2674.239613
DZA,1972,4251.751927,20671.02523,33.05004557,14760.787,82.73430809,4.480514953,4234.729555,29.73860402,2938.201487
DZA,1973,4208.288441,20436.6891,34.01616415,15197.724,90.31941406,3.962495412,4189.91435,34.63534151,3111.053511
DZA,1974,4027.180184,19535.18774,43.88555521,15653.2,95.89189246,4.180749999,4004.199457,45.56639176,4107.128786
DZA,1975,4114.209779,19934.94301,42.19116164,16140.252,108.6803233,3.949408332,4084.10113,52.50867896,3962.576735
DZA,1976,4244.403412,20542.71339,43.4777983,16634.618,100.4355632,4.163824999,4217.259462,47.51030087,4156.184999
DZA,1977,4446.926545,21498.801,43.90561064,17152.804,106.6150417,4.146758332,4409.063231,55.81025801,4417.03268
DZA,1978,4795.791196,23159.44926,41.33914921,17685.768,102.4493309,3.965899999,4752.366851,58.9840598,4647.574326
DZA,1979,5203.55636,25100.50421,41.26452955,18229.932,89.99720629,3.853266666,5168.972332,48.83652675,5245.694184
DZA,1980,4900.302429,23611.29627,46.22141699,18806.061,88.45664861,3.837449999,4867.890188,51.40170691,5603.616059
DZA,1981,4798.018508,22922.45128,49.70548706,19407.036,95.69088545,4.315808332,4764.416995,54.95184209,5854.142813
DZA,1982,5006.451898,23897.05708,47.21451856,20033.753,91.56841957,4.592191666,4972.913523,51.83657996,5703.218166
DZA,1983,5097.931497,24266.88242,47.71594161,20680.982,92.49563591,4.788799999,5064.669082,51.42644311,5829.074757
DZA,1984,5234.896374,24841.79763,47.3893184,21340.546,90.66581067,4.983375,5201.522502,50.10683009,5909.839423
DZA,1985,5241.836279,24721.86636,48.44577811,22008.45,91.60511111,5.0278,5208.539543,50.93087033,6045.440504
DZA,1986,5240.501288,24217.48214,46.32351767,22642.538,77.67135426,4.702316667,5216.770539,42.63852719,5072.864503
DZA,1987,5185.855049,23416.1208,42.89253746,23254.956,67.42553781,4.849741667,5172.374421,33.49728426,4625.205296
DZA,1988,5040.49252,22224.43964,39.94576746,23880.766,68.79392592,5.914766667,5016.982184,36.31579529,4100.321818
DZA,1989,5053.547395,21743.91469,42.27629186,24496.305,74.68474476,7.608558333,5030.590015,37.18076409,4132.274608
DZA,1990,5021.86005,21071.86109,40.25553514,25089.032,71.61035436,8.957508333,5002.348993,34.87610338,4230.488539
DZA,1991,4911.645535,20180.79109,37.87396577,25687.078,65.85229525,18.472875,4902.001359,31.55942798,4214.27238
DZA,1992,4840.160029,19459.33418,39.4609737,26298.45,67.8456023,21.836075,4840.259734,28.62956126,3996.024744
DZA,1993,4638.661381,18270.77106,39.28055319,26916.442,66.62302551,23.34540667,4641.318415,27.40157947,3651.007733
DZA,1994,4486.413838,17246.4943,39.73023392,27521.476,67.33187604,35.05850083,4487.264361,28.94021264,3511.879489
DZA,1995,4566.970864,17144.69175,39.12883917,28089.149,67.84813453,47.66272667,4568.667549,28.08313563,3558.167001
DZA,1996,4726.24242,17258.40784,36.54688691,28604.044,64.35948551,54.74893333,4730.198113,25.67489658,3854.273032
DZA,1997,4693.733817,16913.13573,35.60168018,29083.564,66.94833364,57.70735,4699.634704,24.43131962,3785.817731
DZA,1998,4885.600327,17401.29094,34.45009268,29535.576,65.54339975,58.73895833,4887.762673,27.96012559,3701.237167
DZA,1999,4961.817819,17436.79747,34.38298308,29979.816,66.52935639,66.573875,4964.239702,26.56298354,3888.614271
DZA,2000,4987.645947,17312.86038,34.43231471,30429.227,67.6864027,75.25979167,4990.691871,24.22180539,4527.367497
DZA,2001,5065.200476,17350.10285,34.37417957,30874.307,65.21312873,77.21502083,5066.097961,27.01726803,4408.110208
DZA,2002,5253.514844,17820.49283,33.9260114,31312.479,68.08461132,79.6819,5253.006563,30.23022475,4489.24959
DZA,2003,5553.278998,18634.51326,32.95084548,31740.897,67.10532966,77.394975,5552.084328,30.56927982,4927.047377
DZA,2004,5762.380252,19149.44126,33.08340977,32157.666,68.29208446,72.06065,5762.474283,32.66729108,5249.537401
DZA,2005,5988.778111,19730.51515,32.87766249,32560.735,69.19175561,73.27630833,5988.778111,32.34601602,5988.778111
DZA,2006,6003.40773,19628.0904,33.35414245,32959.251,66.73717155,72.64661667,6003.40773,32.75999027,6390.073113
DZA,2007,6111.265349,19803.56071,33.36838848,33362.742,66.62305223,69.2924,6109.958662,35.67548465,6391.285349
DZA,2008,6180.383317,19920.45333,34.29081892,33769.669,69.10299387,64.5828,6178.589285,38.62002467,6583.280903
DZA,2009,6181.146017,19798.55686,35.89206623,34178.188,66.39816344,72.64741667,6179.046101,43.31135665,5742.037526
DZA,2010,6263.340651,19827.72154,37.12580595,34586.184,63.43646072,74.27,6260.207696,41.38659439,6361.361423
AGO,1950,,,,4117.617,,,,,
AGO,1951,,,,4173.095,,,,,
AGO,1952,,,,4232.095,,,,,
AGO,1953,,,,4293.84,,,,,
AGO,1954,,,,4357.527,,,,,
AGO,1955,,,,4423.223,,,,,
AGO,1956,,,,4490.992,,,,,
AGO,1957,,,,4561.361,,,,,
AGO,1958,,,,4635.885,,,,,
AGO,1959,,,,4714.676,,,,,
AGO,1960,,,,4797.344,,2.87E-08,,,
AGO,1961,,,,4752.489,,2.87E-08,,,
AGO,1962,,,,4826.015,,2.87E-08,,,
AGO,1963,,,,4919.586,,2.88E-08,,,
AGO,1964,,,,5026.044,,2.88E-08,,,
AGO,1965,,,,5134.818,,2.88E-08,,,
AGO,1966,,,,5201.25,,2.88E-08,,,
AGO,1967,,,,5247.469,,2.88E-08,,,
AGO,1968,,,,5350.384,,2.87E-08,,,
AGO,1969,,,,5471.641,,2.86E-08,,,
AGO,1970,2313.204919,5822.062515,29.38895959,5605.626,88.73029714,2.86E-08,2366.505659,23.27371163,2153.598006
AGO,1971,2390.077864,6043.181235,29.41489586,5752.957,88.80481145,2.82E-08,2445.13346,23.24672313,2224.334095
AGO,1972,2336.47579,5934.919528,29.3834744,5895.212,88.92048721,2.71E-08,2390.349285,23.32727449,2175.100741
AGO,1973,2470.364129,6304.109596,29.37467199,6026.363,89.00575519,2.45E-08,2527.378411,23.35885463,2300.894537
AGO,1974,2564.549341,6574.94937,29.12961996,5987.492,89.0683738,2.54E-08,2623.65487,23.34315599,2389.030869
AGO,1975,2475.117,6375.36545,29.64235667,5885.455,87.85118185,2.56E-08,2532.307726,23.09237338,2303.29693
AGO,1976,2328.638139,6026.273939,29.54434506,5943.466,89.17671597,2.94E-08,2382.285981,23.11202223,2163.191922
AGO,1977,2259.436378,5874.81367,29.22644381,6163.714,89.49858375,2.99E-08,2311.794547,23.7298347,2106.557215
AGO,1978,2093.213323,5468.450453,29.3305874,6287.18,89.4327976,2.99E-08,2141.954679,23.51701552,1954.559186
AGO,1979,2048.883981,5378.172862,27.90395462,6452.546,89.38157038,2.99E-08,2095.849339,23.26463684,1910.33809
AGO,1980,2004.155955,5285.97839,32.21975924,6743.08,81.73265434,2.99E-08,2049.940762,21.83175029,1853.384345
AGO,1981,1949.71937,5137.346338,31.75879129,6879.574,92.06302003,2.99E-08,1994.560387,22.32640019,1806.203875
AGO,1982,1828.062674,4824.070817,28.56743609,7018.526,89.9340372,2.99E-08,1869.478521,26.48899618,1734.208378
AGO,1983,1860.103673,4916.524801,31.84321317,7240.535,86.57772922,2.99E-08,1904.238327,21.80448932,1754.160069
AGO,1984,1934.20814,5127.703241,22.10836139,7442.448,87.67140154,2.99E-08,1972.247796,21.65110745,1792.968318
AGO,1985,1936.446707,5143.72798,31.51416403,7584.709,79.36664722,2.99E-08,1979.594235,16.77263355,1808.997428
AGO,1986,1773.407016,4720.716333,36.52454306,7748.632,65.68181248,2.99E-08,1819.352192,18.46151539,1783.842134
AGO,1987,1876.647844,5012.82382,32.14382327,7878.396,73.37127909,2.99E-08,1920.926184,19.73593315,1987.080692
AGO,1988,1965.527398,5268.44083,29.40130101,8023.39,78.91074154,2.99E-08,2010.230749,13.96305969,1899.092508
AGO,1989,1941.666321,5215.492772,33.71362316,8153.844,77.31044756,2.99E-08,1988.849826,12.90092713,1969.957986
AGO,1990,1894.059885,5090.866758,32.64298275,8296.606,82.24396157,2.99E-08,1938.661169,14.01220506,2036.229765
AGO,1991,1854.271625,4982.227113,9.165959537,8496.81,80.54887672,5.51E-08,1866.03549,31.96063553,1780.273256
AGO,1992,1984.766213,5313.754854,3.563994603,8741.838,105.6172915,2.51E-07,1978.67133,47.343292,1863.321058
AGO,1993,1624.122074,4301.305777,23.33778416,8966.258,99.8683837,2.66E-06,1613.516441,44.1470452,1524.446815
AGO,1994,1743.587241,4624.856928,19.77059809,9172.28,129.7178165,0.000059515,1736.749826,39.49722602,1620.286318
AGO,1995,1931.419846,5130.847365,16.08540622,9419.124,131.2379694,0.00275023,1921.761545,43.41530446,1777.627566
AGO,1996,2610.406574,6963.862235,25.67147562,9650.607,113.5941649,0.128029167,2576.114343,47.14228856,2463.759578
AGO,1997,2199.207694,5874.524406,13.55960302,9855.579,124.168737,0.229040083,2192.374054,42.00396952,2041.425153
AGO,1998,2405.934747,6435.124609,37.26062324,10039.174,103.5202039,0.392823518,2396.158576,52.14391173,2232.336537
AGO,1999,2407.931625,6449.899113,15.49523552,10215.443,146.3618005,2.790706167,2404.482125,43.1309155,2183.858965
AGO,2000,2331.848205,6247.805592,21.26060905,10377.267,131.8741044,10.04054417,2331.818747,19.90525516,1903.419773
AGO,2001,2190.621095,5872.287295,47.56585525,10538.387,139.209081,22.05786167,2191.448192,19.15305573,2023.30016
AGO,2002,2483.875157,6699.528166,38.37854207,10760.51,126.2158005,43.53020667,2485.730898,17.76294199,2316.53745
AGO,2003,2456.170401,6626.393627,44.27269766,11057.09,123.7900417,74.60630083,2458.157315,18.19439277,2289.610663
AGO,2004,2598.633555,7027.444044,42.3006321,11391.126,118.08159,83.5413625,2598.929104,13.36439489,2424.976189
AGO,2005,3055.026874,8309.046813,39.10048445,11706.954,128.8318675,87.15914167,3055.026874,11.82026138,3055.026874
AGO,2006,3598.646361,9820.483006,31.23582015,11992.807,108.1805818,80.36807206,3598.646361,16.28263416,3603.341105
AGO,2007,4464.70549,12231.96266,38.80776202,12263.596,109.7572414,76.70614275,4465.243661,20.97732231,4725.834079
AGO,2008,4968.904251,13597.14758,39.73553395,12531.357,121.0026809,75.03335417,4965.336029,30.87290208,5776.075183
AGO,2009,5163.644806,14001.65094,54.63665287,12799.293,114.8109306,79.32816667,5166.696136,24.46661285,4678.474308
AGO,2010,5107.542184,13715.36632,60.18965657,13068.161,113.4748035,91.90572034,5108.190171,18.69563046,5208.118826
ATG,1950,,,,45.816,,1.71,,,
ATG,1951,,,,46.901,,1.71,,,
ATG,1952,,,,47.961,,1.71,,,
ATG,1953,,,,48.976,,1.71,,,
ATG,1954,,,,49.967,,1.71,,,
ATG,1955,,,,51.046,,1.71,,,
ATG,1956,,,,52.191,,1.71,,,
ATG,1957,,,,53.138,,1.71,,,
ATG,1958,,,,53.788,,1.71,,,
ATG,1959,,,,54.149,,1.71,,,
ATG,1960,,,,54.5,,1.714290023,,,
ATG,1961,,,,55.65,,1.714290023,,,
ATG,1962,,,,56.825,,1.714290023,,,
ATG,1963,,,,58.025,,1.714290023,,,
ATG,1964,,,,58.65,,1.714290023,,,
ATG,1965,,,,59.29,,1.714290023,,,
ATG,1966,,,,60.545,,1.714290023,,,
ATG,1967,,,,61.825,,1.761908054,,,
ATG,1968,,,,63.135,,2,,,
ATG,1969,,,,64.475,,2,,,
ATG,1970,4562.075742,,54.37885033,65.624,69.81300406,2.000000001,4593.211865,11.0972513,4593.211829
ATG,1971,4852.887612,,54.503022,66.354,69.40087552,1.974872733,4886.085971,11.0587428,4886.085969
ATG,1972,5159.399195,,54.84187141,67.016,69.22787853,1.92127815,5195.064477,10.93886266,5195.064458
ATG,1973,5531.489953,,53.9989697,67.532,70.97164936,1.959219236,5568.941385,11.31997156,5568.941396
ATG,1974,5732.120976,,54.86874647,67.836,68.16419513,2.053232409,5772.180934,10.94291471,5772.180936
ATG,1975,5386.931869,,55.8366519,68.041,68.69279944,2.169795832,5426.076845,10.57667321,5426.076844
ATG,1976,4812.759158,,51.18034899,68.361,76.09100212,2.614670833,4842.943215,12.45015434,4842.943225
ATG,1977,5354.986072,,57.0181886,68.637,59.72525436,2.7,5396.62823,9.802286908,5396.62823
ATG,1978,5356.941504,,58.81458144,68.608,70.32711803,2.7,5400.077109,9.471803124,5400.07711
ATG,1979,5624.352703,,36.82667063,68.519,100.3858145,2.7,5633.812233,18.55616784,5633.812234
ATG,1980,6526.514863,,60.40983235,68.546,92.32798744,2.7,6566.325817,15.03626614,6566.32582
ATG,1981,6675.187661,,58.80596103,68.264,101.52658,2.7,6708.56908,21.39221206,6708.569085
ATG,1982,6639.938161,,51.11144166,68.008,81.90467972,2.7,6661.287581,19.72813047,6661.287577
ATG,1983,7639.498924,,49.61876065,65.62,75.7628392,2.7,7669.341568,9.833816336,7669.341572
ATG,1984,8356.925663,,61.4171181,64.47,95.88167134,2.7,8413.648403,11.32552442,8413.648399
ATG,1985,8958.132392,,63.06789974,64.398,102.4233068,2.7,9019.404627,13.52416558,9019.404624
ATG,1986,9687.859826,,62.09850177,64.402,106.429013,2.7,9742.578428,17.49839609,9742.578429
ATG,1987,9906.341988,,60.33412581,64.418,119.9393825,2.7,9945.692341,23.61471177,9945.692341
ATG,1988,10825.66014,,45.12859083,64.427,103.8280581,2.7,10832.25371,20.28458982,10832.25371
ATG,1989,11518.78824,,50.18644091,64.385,107.3239241,2.7,11534.67946,20.87538553,11534.67945
ATG,1990,11632.20121,,46.75777489,64.162,113.6007181,2.7,11671.67024,16.69666154,11671.67024
ATG,1991,11701.4337,,45.6892786,64.025,118.8802844,2.7,11705.92396,19.71588665,11705.92396
ATG,1992,11525.04842,,43.17590095,65.181,124.9314966,2.7,11537.38645,18.29083279,11537.38646
ATG,1993,11913.3895,,42.017224,66.331,124.0334235,2.7,11939.40824,16.7557182,11939.40824
ATG,1994,12823.85955,,45.20827699,67.485,112.2113812,2.7,12856.56509,16.58207743,12856.56509
ATG,1995,12570.452,,47.04911112,68.71,105.8040139,2.7,12602.14831,18.1515195,12602.14831
ATG,1996,13200.19473,,48.43850908,70.055,98.87066648,2.7,13223.10773,19.42001123,13223.10773
ATG,1997,13311.87353,,45.18137936,71.453,99.82280035,2.7,13328.97553,19.65235737,13328.97553
ATG,1998,13697.06385,,39.26280858,72.781,96.52637697,2.7,13704.41673,21.48347463,13704.41673
ATG,1999,14257.26747,,40.47265263,74.016,95.11294277,2.7,14264.62104,22.14257649,14264.62105
