countryisocode,year,xlong,ylat,lny,lns,lnngd,ltrade
"NZL",1982,175.14,-41.21,10.64655,-1.70421,-2.694572,21.39458
"PAK",1982,73.06,33.72,8.355501,-1.616945,-2.455073,22.02135
"PAN",1982,-79.4,8.95,9.729408,-1.522031,-2.478758,21.35154
"PER",1982,-76.82,-12.07,9.616612,-1.407839,-2.453177,21.855
"PHL",1982,121.17,14.55,8.801778,-1.241202,-2.501184,22.61037
"PRT",1982,-9.13,38.73,10.18513,-1.319249,-3.125993,21.9034
"PRY",1982,-57.67,-25.22,9.077024,-1.344492,-2.406243,20.23464
"SLV",1982,-89.2,13.7,9.353572,-2.06726,-3.1778,20.12236
"SWE",1982,18.08,59.24,10.65051,-1.855612,-2.866028,22.83289
"THA",1982,100.55,13.75,8.557827,-1.178153,-2.40235,22.62594
"TTO",1982,-61.49,10.64,10.74961,-.9534981,-2.598452,20.89319
"TUR",1982,32.85,39.93,9.539796,-2.076545,-2.813902,22.14893
"UGA",1982,32.58,.32,7.16991,-2.331628,-2.574263,19.15498
"URY",1982,-56.17,-34.92,9.547348,-1.281321,-2.702602,20.02396
"USA",1982,-76.95,38.89,10.84142,-1.75524,-2.747347,24.93924
"VEN",1982,-66.9,10.5,10.22298,-1.334478,-2.427319,22.54894
"ZAF",1982,28.22,-25.73,9.948765,-1.439385,-2.406091,22.67288
"ZAR",1982,15.47,-4.39,7.341042,-1.293613,-2.585311,19.40314
"ARG",1983,-58.41,-34.67,9.873419,-1.617321,-2.765576,22.11319
"AUS",1983,149.04,-35.35,10.79738,-1.492953,-2.795948,22.73804
"AUT",1983,16.32,48.2,10.87995,-1.518208,-3.052946,22.95963
"BEL",1983,4.37,50.84,10.81864,-1.658457,-2.911964,23.68461
"BOL",1983,-68.15,-16.5,8.898215,-2.603893,-2.610672,20.11237
"BRA",1983,-47.9,-15.79,9.615307,-1.539852,-2.457093,22.82243
"CAN",1983,-75.65,45.37,10.75366,-1.733205,-2.68082,23.8659
"CHE",1983,7.45,46.95,10.96693,-1.389039,-2.892183,23.02848
"CHL",1983,-70.65,-33.48,9.379285,-2.234265,-2.504861,21.32981
"COL",1983,-74.08,4.63,9.680074,-1.586467,-2.425835,21.63649
"CRI",1983,-84.08,9.93,9.87474,-1.870781,-2.680937,20.33215
"DNK",1983,12.55,55.72,10.63775,-1.787657,-2.783015,22.46963
"DOM",1983,-69.91,18.5,9.451496,-1.84885,-2.468527,21.14657
"ECU",1983,-78.52,-.23,9.441541,-1.308304,-2.532907,21.13758
"EGY",1983,31.25,30.08,8.704982,-1.582442,-2.575661,22.71408
"ESP",1983,-3.69,40.44,10.65307,-1.583502,-2.755641,23.27958
"ETH",1983,38,9.03,6.911007,-1.906155,-2.537342,20.33909
"FIN",1983,24.98,60.2,10.55367,-1.263406,-2.884714,22.09113
"FRA",1983,2.43,48.88,10.83297,-1.667486,-2.973845,24.25291
"GBR",1983,-.18,51.49,10.53901,-1.86015,-3.044747,24.17208
"GRC",1983,23.65,38.12,10.62025,-1.502694,-2.485051,22.21915
"GTM",1983,-90.52,14.62,9.581509,-2.003851,-2.551777,21.14359
"HND",1983,-87.2,14.1,9.21091,-2.071738,-2.436737,20.97639
"IND",1983,77.22,28.57,7.992981,-1.675078,-2.619474,23.07906
"IRL",1983,-6.26,53.34,10.54934,-1.190098,-2.669195,21.78994
"ISR",1983,34.86,31.92,10.76625,-1.467893,-2.780132,21.97063
"ITA",1983,12.52,41.88,10.7799,-1.499968,-2.830729,24.17997
"JPN",1983,139.81,35.68,10.61519,-1.239565,-2.657204,24.29107
"KEN",1983,36.83,-1.17,7.929363,-2.120447,-2.406602,20.34427
"LKA",1983,80.09,7.02,8.239994,-1.176517,-2.909518,21.00832
"MAR",1983,-6.75,33.92,8.767436,-1.147848,-2.516132,21.18005
"MEX",1983,-99.13,19.43,10.47283,-1.696329,-2.597594,22.93308
"MUS",1983,59.57,-20.1,9.059205,-1.485203,-2.59211,19.52488
"NGA",1983,3.3,6.45,8.273723,-1.745287,-2.687621,22.44222
"NIC",1983,-86.27,12.15,9.297836,-1.27093,-2.624695,19.68552
"NLD",1983,4.89,52.37,10.95558,-1.703291,-3.168476,23.81026
"NOR",1983,10.72,59.93,10.9334,-1.275885,-2.818731,22.57185
"NZL",1983,175.14,-41.21,10.68478,-1.69967,-2.803419,21.42311
"PAK",1983,73.06,33.72,8.404344,-1.6157,-2.784317,22.15896
"PAN",1983,-79.4,8.95,9.637755,-1.938507,-2.458048,21.0076
"PER",1983,-76.82,-12.07,9.434501,-1.766125,-2.327542,21.61201
"PHL",1983,121.17,14.55,8.804053,-1.211951,-2.50879,22.61101
"PRT",1983,-9.13,38.73,10.10862,-1.503257,-2.318296,21.92865
"PRY",1983,-57.67,-25.22,9.019421,-1.527037,-2.419007,20.01489
"SLV",1983,-89.2,13.7,9.332421,-2.146027,-2.78667,20.26455
"SWE",1983,18.08,59.24,10.64839,-1.859776,-2.905819,22.88564
"THA",1983,100.55,13.75,8.542598,-.9947178,-2.494397,22.76539
"TTO",1983,-61.49,10.64,10.63165,-.8814796,-2.709896,20.86912
"TUR",1983,32.85,39.93,9.580083,-2.152846,-2.696588,22.28935
"UGA",1983,32.58,.32,7.207945,-2.409308,-2.530998,19.17271
"URY",1983,-56.17,-34.92,9.39991,-1.610247,-2.682773,19.96891
"USA",1983,-76.95,38.89,10.87757,-1.720729,-2.776387,24.99044
"VEN",1983,-66.9,10.5,10.1159,-1.964715,-2.553009,22.31105
"ZAF",1983,28.22,-25.73,9.963681,-1.455316,-2.376553,22.5844
"ZAR",1983,15.47,-4.39,7.379084,-1.19016,-2.616851,19.69511
"ARG",1984,-58.41,-34.67,9.858423,-1.749828,-2.7504,22.11506
"AUS",1984,149.04,-35.35,10.82463,-1.445347,-2.690792,22.88575
"AUT",1984,16.32,48.2,10.86574,-1.46821,-2.645369,23.03112
"BEL",1984,4.37,50.84,10.8502,-1.568752,-3.025311,23.74696
"BOL",1984,-68.15,-16.5,8.873039,-2.289673,-2.626586,20.17635
"BRA",1984,-47.9,-15.79,9.624903,-1.576753,-2.583044,22.92358
"CAN",1984,-75.65,45.37,10.79636,-1.681216,-2.694975,24.02986
"CHE",1984,7.45,46.95,10.98569,-1.33988,-2.771453,23.11274
"CHL",1984,-70.65,-33.48,9.410244,-1.753785,-2.453603,21.39062
"COL",1984,-74.08,4.63,9.664747,-1.670831,-2.414458,21.6543
"CRI",1984,-84.08,9.93,9.933454,-1.835242,-2.822344,20.43602
"DNK",1984,12.55,55.72,10.68577,-1.658306,-3.087684,22.51478
"DOM",1984,-69.91,18.5,9.438426,-1.82219,-2.482973,21.11345
"ECU",1984,-78.52,-.23,9.444817,-1.355631,-2.530054,21.17263
"EGY",1984,31.25,30.08,8.777981,-1.726909,-2.53343,22.84907
"ESP",1984,-3.69,40.44,10.66202,-1.61575,-2.884098,23.34646
"ETH",1984,38,9.03,6.856723,-1.607619,-2.573689,20.25745
"FIN",1984,24.98,60.2,10.57999,-1.294,-2.864004,22.12751
"FRA",1984,2.43,48.88,10.839,-1.689258,-2.880154,24.30325
"GBR",1984,-.18,51.49,10.55075,-1.814733,-2.61621,24.25113
"GRC",1984,23.65,38.12,10.63113,-1.541035,-2.872972,22.2529
"GTM",1984,-90.52,14.62,9.556333,-1.942784,-2.602518,21.16012
"HND",1984,-87.2,14.1,9.173969,-1.849474,-2.418394,21.04715
"IND",1984,77.22,28.57,8.024428,-1.71246,-2.611827,23.02483
"IRL",1984,-6.26,53.34,10.57596,-1.213328,-2.999118,21.91187
"ISR",1984,34.86,31.92,10.74208,-1.54207,-2.570946,22.02863
"ITA",1984,12.52,41.88,10.80825,-1.443289,-2.806569,24.27588
"JPN",1984,139.81,35.68,10.64961,-1.227591,-2.872263,24.41434
"KEN",1984,36.83,-1.17,7.931868,-2.156781,-2.421261,20.42178
"LKA",1984,80.09,7.02,8.25211,-1.268236,-2.959949,21.06776
"MAR",1984,-6.75,33.92,8.791092,-1.137259,-2.625527,21.2426
"MEX",1984,-99.13,19.43,10.47526,-1.674468,-2.462355,23.02983
"MUS",1984,59.57,-20.1,9.089901,-1.357242,-2.578563,19.58802
"NGA",1984,3.3,6.45,8.235989,-2.287235,-2.785256,22.3493
"NIC",1984,-86.27,12.15,9.301387,-1.287467,-2.610239,19.60279
"NLD",1984,4.89,52.37,10.97746,-1.661045,-2.852045,23.87502
"NOR",1984,10.72,59.93,10.98267,-1.226764,-2.815945,22.63943
"NZL",1984,175.14,-41.21,10.72554,-1.633158,-2.747972,21.52153
"PAK",1984,73.06,33.72,8.432207,-1.621748,-2.585738,22.19839
"PAN",1984,-79.4,8.95,9.613195,-2.001899,-2.317746,21.02506
"PER",1984,-76.82,-12.07,9.435719,-1.903383,-2.506743,21.56009
"PHL",1984,121.17,14.55,8.708168,-1.604512,-2.589585,22.54318
"PRT",1984,-9.13,38.73,10.07461,-1.689675,-3.174124,21.96212
"PRY",1984,-57.67,-25.22,9.019205,-1.545652,-2.473559,20.19943
"SLV",1984,-89.2,13.7,9.344458,-2.149779,-2.6717,20.2614
"SWE",1984,18.08,59.24,10.68053,-1.789678,-2.922243,22.9482
"THA",1984,100.55,13.75,8.579137,-1.010081,-2.525305,22.87199
"TTO",1984,-61.49,10.64,10.54036,-.9234631,-2.732359,20.88421
"TUR",1984,32.85,39.93,9.632503,-2.210021,-2.765235,22.4919
"UGA",1984,32.58,.32,7.17751,-2.470396,-2.489667,19.20606
"URY",1984,-56.17,-34.92,9.359236,-1.758571,-2.842623,19.88667
"USA",1984,-76.95,38.89,10.93324,-1.560391,-2.691419,25.14811
"VEN",1984,-66.9,10.5,10.11179,-1.70786,-2.335726,22.52833
"ZAF",1984,28.22,-25.73,9.938744,-1.462657,-2.422728,22.68209
"ZAR",1984,15.47,-4.39,7.442618,-1.200775,-2.626534,20.1741
"ARG",1985,-58.41,-34.67,9.76158,-1.899633,-2.621259,22.15466
"AUS",1985,149.04,-35.35,10.85472,-1.449296,-2.641124,22.9049
"AUT",1985,16.32,48.2,10.90327,-1.446586,-3.042698,23.10067
"BEL",1985,4.37,50.84,10.86603,-1.612095,-3.097629,23.75064
"BOL",1985,-68.15,-16.5,8.843356,-1.998998,-2.615929,20.21641
"BRA",1985,-47.9,-15.79,9.645117,-1.535981,-2.609565,22.96529
"CAN",1985,-75.65,45.37,10.82279,-1.650106,-2.645954,24.09163
"CHE",1985,7.45,46.95,10.99587,-1.360564,-2.670677,23.17271
"CHL",1985,-70.65,-33.48,9.372848,-1.955382,-2.297035,21.42456
"COL",1985,-74.08,4.63,9.645332,-1.788719,-2.452944,21.67951
"CRI",1985,-84.08,9.93,9.897545,-1.782657,-2.211602,20.45054
"DNK",1985,12.55,55.72,10.7192,-1.588971,-2.778487,22.59031
"DOM",1985,-69.91,18.5,9.374769,-1.839141,-2.491705,21.15453
"ECU",1985,-78.52,-.23,9.457337,-1.320766,-2.529249,21.26195
"EGY",1985,31.25,30.08,8.828095,-1.80646,-2.574164,22.87543
"ESP",1985,-3.69,40.44,10.68165,-1.590214,-2.898817,23.37698
"ETH",1985,38,9.03,6.820288,-1.865949,-2.72319,19.98605
"FIN",1985,24.98,60.2,10.59171,-1.304103,-2.844653,22.16134
"FRA",1985,2.43,48.88,10.85537,-1.681888,-2.950118,24.33636
"GBR",1985,-.18,51.49,10.58545,-1.823729,-2.825408,24.29275
"GRC",1985,23.65,38.12,10.65048,-1.467676,-2.882154,22.28484
"GTM",1985,-90.52,14.62,9.530337,-2.156712,-2.565274,21.11157
"HND",1985,-87.2,14.1,9.195086,-1.850437,-2.394859,21.08505
"IND",1985,77.22,28.57,8.067684,-1.600124,-2.638419,23.06694
"IRL",1985,-6.26,53.34,10.58244,-1.316594,-2.852106,21.95909
"ISR",1985,34.86,31.92,10.75252,-1.695757,-2.7703,22.06769
"ITA",1985,12.52,41.88,10.83264,-1.440619,-2.897198,24.31421
"JPN",1985,139.81,35.68,10.70316,-1.191975,-2.89499,24.431
"KEN",1985,36.83,-1.17,7.898444,-1.887907,-2.42304,20.42475
"LKA",1985,80.09,7.02,8.334682,-1.362325,-2.858358,21.06794
"MAR",1985,-6.75,33.92,8.828369,-1.114289,-2.610754,21.30604
"MEX",1985,-99.13,19.43,10.47745,-1.600623,-2.483144,23.04591
"MUS",1985,59.57,-20.1,9.136054,-1.36005,-2.627331,19.67787
"NGA",1985,3.3,6.45,8.297694,-2.279296,-2.691726,22.42856
"NIC",1985,-86.27,12.15,9.263017,-1.276591,-2.623209,19.57301
"NLD",1985,4.89,52.37,10.99612,-1.631649,-2.863658,23.92216
"NOR",1985,10.72,59.93,11.0183,-1.257631,-2.7098,22.7153
"NZL",1985,175.14,-41.21,10.70824,-1.682005,-2.603946,21.53739
"PAK",1985,73.06,33.72,8.479436,-1.600247,-2.544084,22.26035
"PAN",1985,-79.4,8.95,9.64462,-2.123141,-2.303679,21.28782
"PER",1985,-76.82,-12.07,9.421773,-2.039102,-2.490865,21.54558
"PHL",1985,121.17,14.55,8.592704,-1.899166,-2.584937,22.37784
"PRT",1985,-9.13,38.73,10.09794,-1.728283,-3.09907,22.00306
"PRY",1985,-57.67,-25.22,9.038489,-1.587635,-2.476877,20.11746
"SLV",1985,-89.2,13.7,9.350209,-2.232145,-2.638667,20.2516
"SWE",1985,18.08,59.24,10.70212,-1.714541,-2.877467,22.99267
"THA",1985,100.55,13.75,8.619344,-1.117975,-2.500978,22.8335
"TTO",1985,-61.49,10.64,10.45176,-1.019801,-2.75,20.90356
"TUR",1985,32.85,39.93,9.64743,-2.082688,-2.821284,22.44773
"UGA",1985,32.58,.32,7.116112,-2.429957,-2.469957,19.25771
"URY",1985,-56.17,-34.92,9.356233,-1.871346,-2.914319,19.91418
"USA",1985,-76.95,38.89,10.95739,-1.592576,-2.709954,25.19742
"VEN",1985,-66.9,10.5,10.07181,-1.665031,-2.419067,22.48732
"ZAF",1985,28.22,-25.73,9.880359,-1.663396,-2.397142,22.66659
"ZAR",1985,15.47,-4.39,7.445116,-1.128973,-2.553366,20.24389
"ARG",1986,-58.41,-34.67,9.852767,-1.700075,-2.841738,22.15
"AUS",1986,149.04,-35.35,10.84566,-1.498268,-2.43663,22.93912
"AUT",1986,16.32,48.2,10.90814,-1.456202,-2.815114,23.062
"BEL",1986,4.37,50.84,10.89097,-1.581978,-3.010251,23.78629
"BOL",1986,-68.15,-16.5,8.799032,-2.118927,-2.600122,20.36506
"BRA",1986,-47.9,-15.79,9.733201,-1.447242,-2.551902,23.0084
"CAN",1986,-75.65,45.37,10.83279,-1.643536,-2.659754,24.14617
"CHE",1986,7.45,46.95,10.99627,-1.299554,-2.629643,23.21702
"CHL",1986,-70.65,-33.48,9.414029,-1.944055,-2.745431,21.51398
"COL",1986,-74.08,4.63,9.655627,-1.792344,-2.445967,21.79441
"CRI",1986,-84.08,9.93,9.931911,-1.568428,-2.612555,20.56031
"DNK",1986,12.55,55.72,10.75372,-1.48166,-2.618882,22.63947
"DOM",1986,-69.91,18.5,9.373274,-1.828498,-2.519737,21.21224
"ECU",1986,-78.52,-.23,9.457993,-1.31914,-2.552643,21.29815
"EGY",1986,31.25,30.08,8.829078,-1.866056,-2.514895,22.83968
"ESP",1986,-3.69,40.44,10.7078,-1.513019,-2.794264,23.43979
"ETH",1986,38,9.03,6.837711,-1.790857,-2.702184,20.14347
"FIN",1986,24.98,60.2,10.6169,-1.326971,-2.997344,22.18696
"FRA",1986,2.43,48.88,10.88015,-1.63623,-2.90167,24.36369
"GBR",1986,-.18,51.49,10.6378,-1.853756,-2.979257,24.34577
"GRC",1986,23.65,38.12,10.65848,-1.39956,-3.020304,22.42646
"GTM",1986,-90.52,14.62,9.507168,-2.162889,-2.500585,20.95735
"HND",1986,-87.2,14.1,9.158278,-2.071469,-2.396559,21.12133
"IND",1986,77.22,28.57,8.086325,-1.633185,-2.6221,23.18136
"IRL",1986,-6.26,53.34,10.58048,-1.343712,-2.998561,22.00117
"ISR",1986,34.86,31.92,10.75164,-1.658737,-2.473562,22.13466
"ITA",1986,12.52,41.88,10.8512,-1.437208,-2.752929,24.34773
"JPN",1986,139.81,35.68,10.72571,-1.174404,-2.804705,24.41793
"KEN",1986,36.83,-1.17,7.962953,-2.153304,-2.428353,20.54521
"LKA",1986,80.09,7.02,8.360308,-1.421051,-2.935494,21.16041
"MAR",1986,-6.75,33.92,8.871926,-1.207987,-2.619237,21.2973
"MEX",1986,-99.13,19.43,10.40121,-1.769765,-2.544471,23.04527
"MUS",1986,59.57,-20.1,9.209487,-1.259086,-2.643804,19.92064
"NGA",1986,3.3,6.45,8.169624,-2.161339,-2.680098,22.25009
"NIC",1986,-86.27,12.15,9.23153,-1.292093,-2.452384,19.40812
"NLD",1986,4.89,52.37,11.01739,-1.586539,-2.834634,23.94603
"NOR",1986,10.72,59.93,11.04356,-1.153493,-2.543839,22.77477
"NZL",1986,175.14,-41.21,10.52522,-1.722201,-1.302926,21.57116
"PAK",1986,73.06,33.72,8.495202,-1.604013,-2.508453,22.32359
"PAN",1986,-79.4,8.95,9.679754,-1.913413,-2.845993,21.34434
"PER",1986,-76.82,-12.07,9.50948,-1.86852,-2.575953,21.57055
"PHL",1986,121.17,14.55,8.607972,-1.8613,-2.36416,22.50803
"PRT",1986,-9.13,38.73,10.16033,-1.626639,-2.966877,22.11119
"PRY",1986,-57.67,-25.22,9.000929,-1.549496,-2.446313,20.4209
"SLV",1986,-89.2,13.7,9.344751,-2.056501,-2.585189,20.18834
"SWE",1986,18.08,59.24,10.7467,-1.762004,-3.172556,23.02612
"THA",1986,100.55,13.75,8.63591,-1.206333,-2.536424,22.89606
"TTO",1986,-61.49,10.64,10.33716,-1.118283,-2.944176,20.94532
"TUR",1986,32.85,39.93,9.68545,-2.04266,-2.585087,22.40358
"UGA",1986,32.58,.32,7.102797,-2.330152,-2.459976,19.24588
"URY",1986,-56.17,-34.92,9.455501,-1.81336,-2.977687,20.09137
"USA",1986,-76.95,38.89,10.97055,-1.620594,-2.653622,25.2762
"VEN",1986,-66.9,10.5,10.09882,-1.685392,-2.416075,22.57148
"ZAF",1986,28.22,-25.73,9.823999,-1.770151,-2.486017,22.63438
"ZAR",1986,15.47,-4.39,7.441919,-1.206775,-2.572596,20.1964
"ARG",1987,-58.41,-34.67,9.86507,-1.576392,-2.753059,22.17446
"AUS",1987,149.04,-35.35,10.88122,-1.448369,-2.636651,23.02962
"AUT",1987,16.32,48.2,10.91637,-1.445765,-2.772833,23.0976
"BEL",1987,4.37,50.84,10.91189,-1.515555,-2.966969,23.84299
"BOL",1987,-68.15,-16.5,8.808822,-2.046471,-2.600297,20.3857
"BRA",1987,-47.9,-15.79,9.710842,-1.482128,-2.361239,23.09271
"CAN",1987,-75.65,45.37,10.86091,-1.584246,-2.672569,24.18569
"CHE",1987,7.45,46.95,10.98586,-1.276607,-2.590232,23.25223
"CHL",1987,-70.65,-33.48,9.444564,-1.773161,-2.432125,21.61568
"COL",1987,-74.08,4.63,9.670348,-1.753472,-2.459364,21.85857
"CRI",1987,-84.08,9.93,9.866215,-1.561741,-1.917677,20.73364
"DNK",1987,12.55,55.72,10.74788,-1.525949,-2.894503,22.66251
"DOM",1987,-69.91,18.5,9.444337,-1.688701,-2.547001,21.37858
"ECU",1987,-78.52,-.23,9.37046,-1.295075,-2.505555,21.30505
"EGY",1987,31.25,30.08,8.911283,-1.989389,-2.741445,22.84836
"ESP",1987,-3.69,40.44,10.72816,-1.450706,-2.409441,23.56367
"ETH",1987,38,9.03,6.65696,-1.442024,-2.580763,20.08661
"FIN",1987,24.98,60.2,10.65992,-1.304587,-3.099722,22.24549
"FRA",1987,2.43,48.88,10.9023,-1.61608,-2.909045,24.41535
"GBR",1987,-.18,51.49,10.67905,-1.819765,-2.696487,24.41183
"GRC",1987,23.65,38.12,10.62941,-1.603049,-3.010108,22.46445
"GTM",1987,-90.52,14.62,9.476912,-1.893855,-2.357752,21.17882
"HND",1987,-87.2,14.1,9.182549,-1.867387,-2.420389,21.14432
"IND",1987,77.22,28.57,8.119026,-1.646991,-2.647364,23.2215
"IRL",1987,-6.26,53.34,10.59824,-1.438551,-2.930032,22.09452
"ISR",1987,34.86,31.92,10.81347,-1.680372,-2.686515,22.27771
"ITA",1987,12.52,41.88,10.88004,-1.401723,-2.885073,24.42418
"JPN",1987,139.81,35.68,10.75771,-1.15246,-2.801813,24.45739
"KEN",1987,36.83,-1.17,7.990451,-2.062625,-2.433119,20.60369
"LKA",1987,80.09,7.02,8.362698,-1.370986,-2.683239,21.181
"MAR",1987,-6.75,33.92,8.80164,-1.222187,-2.459804,21.39186
"MEX",1987,-99.13,19.43,10.38024,-1.726413,-2.475882,23.12005
"MUS",1987,59.57,-20.1,9.289416,-1.126416,-2.644648,20.15756
"NGA",1987,3.3,6.45,8.032764,-2.488511,-2.583242,22.17656
"NIC",1987,-86.27,12.15,9.197676,-1.309638,-2.444132,19.4285
"NLD",1987,4.89,52.37,10.93482,-1.619059,-1.856043,23.98208
"NOR",1987,10.72,59.93,11.03126,-1.214396,-2.650904,22.75357
"NZL",1987,175.14,-41.21,10.54292,-1.784879,-2.995243,21.64732
"PAK",1987,73.06,33.72,8.525331,-1.624189,-2.504102,22.37502
"PAN",1987,-79.4,8.95,9.653151,-1.902525,-2.395068,21.21706
"PER",1987,-76.82,-12.07,9.593749,-1.714163,-2.824226,21.60504
"PHL",1987,121.17,14.55,8.589878,-1.702942,-2.396528,22.65933
"PRT",1987,-9.13,38.73,10.22495,-1.449632,-2.788651,22.26766
"PRY",1987,-57.67,-25.22,8.999908,-1.516315,-2.486887,20.51771
"SLV",1987,-89.2,13.7,9.334831,-2.117509,-2.577363,20.22987
"SWE",1987,18.08,59.24,10.78392,-1.739763,-2.881185,23.08323
"THA",1987,100.55,13.75,8.679193,-1.103252,-2.551687,23.14137
"TTO",1987,-61.49,10.64,10.31266,-1.291668,-3.8544,20.75302
"TUR",1987,32.85,39.93,9.71469,-1.734898,-2.511333,22.62416
"UGA",1987,32.58,.32,7.103698,-1.93893,-2.406605,19.47226
"URY",1987,-56.17,-34.92,9.559653,-1.749794,-2.972447,20.12238
"USA",1987,-76.95,38.89,10.98404,-1.626202,-2.701,25.35196
"VEN",1987,-66.9,10.5,10.09685,-1.588547,-2.426498,22.58288
"ZAF",1987,28.22,-25.73,9.819502,-1.84208,-2.519146,22.67514
"ZAR",1987,15.47,-4.39,7.444219,-1.279231,-2.554709,20.31943
"ARG",1988,-58.41,-34.67,9.840841,-1.571999,-2.672645,22.23867
"AUS",1988,149.04,-35.35,10.89086,-1.363025,-2.554848,23.13494
"AUT",1988,16.32,48.2,10.95034,-1.384795,-2.976113,23.18249
"BEL",1988,4.37,50.84,10.97046,-1.400829,-2.973379,23.93848
"BOL",1988,-68.15,-16.5,8.812668,-2.356328,-2.579826,20.31594
"BRA",1988,-47.9,-15.79,9.673019,-1.520147,-2.587492,23.16141
"CAN",1988,-75.65,45.37,10.88815,-1.538854,-2.681168,24.29027
"CHE",1988,7.45,46.95,10.98927,-1.264631,-2.579896,23.3029
"CHL",1988,-70.65,-33.48,9.482291,-1.737522,-2.435868,21.729
"COL",1988,-74.08,4.63,9.678331,-1.718076,-2.46886,21.89016
"CRI",1988,-84.08,9.93,9.858346,-1.658317,-2.512771,20.75782
"DNK",1988,12.55,55.72,10.72846,-1.559481,-2.693238,22.728
"DOM",1988,-69.91,18.5,9.431377,-1.612533,-2.534347,21.39456
"ECU",1988,-78.52,-.23,9.422399,-1.413232,-2.550057,21.36273
"EGY",1988,31.25,30.08,8.970129,-1.980096,-2.801198,22.90832
"ESP",1988,-3.69,40.44,10.75644,-1.36723,-2.549866,23.65262
"ETH",1988,38,9.03,6.895461,-1.559594,-2.527994,20.08098
"FIN",1988,24.98,60.2,10.72202,-1.225639,-3.068376,22.31366
"FRA",1988,2.43,48.88,10.94399,-1.561164,-2.902989,24.4967
"GBR",1988,-.18,51.49,10.72125,-1.710897,-2.727381,24.47473
"GRC",1988,23.65,38.12,10.66371,-1.502486,-2.680563,22.49338
"GTM",1988,-90.52,14.62,9.472244,-1.942058,-2.377397,21.22417
"HND",1988,-87.2,14.1,9.176825,-1.651107,-2.426679,21.17697
"IND",1988,77.22,28.57,8.177547,-1.555659,-2.624192,23.30261
"IRL",1988,-6.26,53.34,10.64846,-1.469657,-3.171874,22.16167
"ISR",1988,34.86,31.92,10.79624,-1.684994,-2.405631,22.25589
"ITA",1988,12.52,41.88,10.9145,-1.391263,-2.863281,24.47844
"JPN",1988,139.81,35.68,10.81761,-1.079765,-2.756617,24.57402
"KEN",1988,36.83,-1.17,8.019762,-2.043211,-2.433179,20.66893
"LKA",1988,80.09,7.02,8.369062,-1.456978,-2.730529,21.20741
"MAR",1988,-6.75,33.92,8.872902,-1.250822,-2.633418,21.52434
"MEX",1988,-99.13,19.43,10.36484,-1.630556,-2.503731,23.28354
"MUS",1988,59.57,-20.1,9.34083,-.9939857,-2.645559,20.30781
"NGA",1988,3.3,6.45,8.079765,-2.711673,-2.64849,22.18751
"NIC",1988,-86.27,12.15,8.95851,-1.465385,-2.436107,19.55809
"NLD",1988,4.89,52.37,10.94409,-1.564837,-2.604079,24.06579
"NOR",1988,10.72,59.93,11.02301,-1.281162,-2.88836,22.78012
"NZL",1988,175.14,-41.21,10.57622,-1.812443,-3.411194,21.66059
"PAK",1988,73.06,33.72,8.575909,-1.717774,-2.53546,22.33616
"PAN",1988,-79.4,8.95,9.540848,-2.791994,-2.424278,21.23229
"PER",1988,-76.82,-12.07,9.477412,-1.727224,-2.512927,21.51963
"PHL",1988,121.17,14.55,8.637774,-1.632347,-2.666135,22.8162
"PRT",1988,-9.13,38.73,10.29785,-1.336059,-2.776101,22.39135
"PRY",1988,-57.67,-25.22,9.054557,-1.564899,-2.487068,20.72973
"SLV",1988,-89.2,13.7,9.335116,-1.951354,-2.556135,20.19345
"SWE",1988,18.08,59.24,10.80238,-1.698497,-2.805891,23.11982
"THA",1988,100.55,13.75,8.746628,-.9423736,-2.536795,23.43239
"TTO",1988,-61.49,10.64,10.266,-1.66686,-2.978433,20.7576
"TUR",1988,32.85,39.93,9.711584,-1.837774,-2.664509,22.69227
"UGA",1988,32.58,.32,7.117819,-2.026377,-2.407948,19.41814
"URY",1988,-56.17,-34.92,9.540804,-1.812208,-2.873658,20.16406
"USA",1988,-76.95,38.89,11.00815,-1.648136,-2.743213,25.43765
"VEN",1988,-66.9,10.5,10.12516,-1.513074,-2.41005,22.70031
"ZAF",1988,28.22,-25.73,9.842495,-1.698701,-2.518887,22.80576
"ZAR",1988,15.47,-4.39,7.420047,-1.303463,-2.533074,20.38028
"ARG",1989,-58.41,-34.67,9.742601,-1.688071,-2.593261,22.22486
"AUS",1989,149.04,-35.35,10.8933,-1.370184,-2.507253,23.18661
"AUT",1989,16.32,48.2,10.98562,-1.359241,-2.901164,23.28095
"BEL",1989,4.37,50.84,11.00694,-1.339123,-2.883944,24.02383
"BOL",1989,-68.15,-16.5,8.830462,-2.563576,-2.583304,20.42094
"BRA",1989,-47.9,-15.79,9.655803,-1.65254,-2.588235,23.22513
"CAN",1989,-75.65,45.37,10.89854,-1.4993,-2.658706,24.32268
"CHE",1989,7.45,46.95,11.00266,-1.237724,-2.575613,23.35734
"CHL",1989,-70.65,-33.48,9.564151,-1.610711,-2.534234,21.90571
"COL",1989,-74.08,4.63,9.666945,-1.819411,-2.451685,21.91934
"CRI",1989,-84.08,9.93,9.877264,-1.627341,-2.624468,20.91105
"DNK",1989,12.55,55.72,10.73747,-1.529349,-3.009714,22.77538
"DOM",1989,-69.91,18.5,9.452018,-1.561931,-2.543073,21.39725
"ECU",1989,-78.52,-.23,9.394587,-1.390063,-2.478421,21.38118
